h11,h21,poly_idx,favorable,h11_eff,n_chi3,n_computed,max_h0,h0_3_count,status
16,19,2620,True,16,1336,1336,1,0,ok
16,19,2621,True,16,1422,1422,1,0,ok
16,19,2622,True,16,1352,1352,1,0,ok
16,19,2623,True,16,1262,1262,1,0,ok
16,19,2624,True,16,1002,1002,3,4,ok
16,19,2625,True,16,978,978,1,0,ok
16,19,2626,True,16,1186,1186,3,14,ok
16,19,2627,True,16,1084,1084,2,0,ok
16,19,2628,True,16,1050,1050,2,0,ok
16,19,2629,True,16,1314,1314,3,6,ok
16,19,2630,True,16,952,952,3,6,ok
16,19,2631,True,16,1174,1174,1,0,ok
16,19,2632,True,16,862,862,1,0,ok
16,19,2633,True,16,1166,1166,2,0,ok
16,19,2634,True,16,1318,1318,1,0,ok
16,19,2635,True,16,1578,1578,1,0,ok
16,19,2636,False,15,2768,2768,4,12,ok
16,19,2637,True,16,1392,1392,1,0,ok
16,19,2638,True,16,1434,1434,1,0,ok
16,19,2639,True,16,1020,1020,3,6,ok
16,19,2640,True,16,1310,1310,1,0,ok
16,19,2641,True,16,1238,1238,2,0,ok
16,19,2642,True,16,1382,1382,1,0,ok
16,19,2643,True,16,1432,1432,1,0,ok
16,19,2644,True,16,1268,1268,1,0,ok
16,19,2645,True,16,1150,1150,1,0,ok
16,19,2646,True,16,1378,1378,2,0,ok
16,19,2647,True,16,1096,1096,3,2,ok
16,19,2648,True,16,1434,1434,3,2,ok
16,19,2649,True,16,1332,1332,1,0,ok
16,19,2650,True,16,998,998,3,16,ok
16,19,2651,True,16,1242,1242,1,0,ok
16,19,2652,True,16,1314,1314,3,8,ok
16,19,2653,True,16,1162,1162,3,6,ok
16,19,2654,True,16,1488,1488,1,0,ok
16,19,2655,True,16,1476,1476,2,0,ok
16,19,2656,True,16,1146,1146,3,14,ok
16,19,2657,True,16,1496,1496,1,0,ok
16,19,2658,True,16,1474,1474,1,0,ok
16,19,2659,True,16,1236,1236,2,0,ok
16,19,2660,False,15,3156,3156,1,0,ok
16,19,2661,False,15,2786,2786,4,4,ok
16,19,2662,True,16,1258,1258,1,0,ok
16,19,2663,True,16,1396,1396,1,0,ok
16,19,2664,False,14,2422,2422,3,2,ok
16,19,2665,True,16,1302,1302,2,0,ok
16,19,2666,True,16,1160,1160,1,0,ok
16,19,2667,True,16,1156,1156,1,0,ok
16,19,2668,True,16,1530,1530,1,0,ok
16,19,2669,True,16,1494,1494,1,0,ok
16,19,2670,True,16,1312,1312,1,0,ok
16,19,2671,True,16,1014,1014,1,0,ok
16,19,2672,False,15,2424,2424,1,0,ok
16,19,2673,True,16,1440,1440,1,0,ok
16,19,2674,True,16,1216,1216,3,8,ok
16,19,2675,True,16,1522,1522,1,0,ok
16,19,2676,True,16,944,944,1,0,ok
16,19,2677,True,16,912,912,1,0,ok
16,19,2678,True,16,1516,1516,3,2,ok
16,19,2679,True,16,1038,1038,3,8,ok
16,19,2680,True,16,1086,1086,1,0,ok
16,19,2681,True,16,1268,1268,1,0,ok
16,19,2682,True,16,1312,1312,1,0,ok
16,19,2683,True,16,1400,1400,3,2,ok
16,19,2684,True,16,1282,1282,3,8,ok
16,19,2685,True,16,1150,1150,1,0,ok
16,19,2686,True,16,1198,1198,1,0,ok
16,19,2687,True,16,988,988,1,0,ok
16,19,2688,True,16,826,826,3,10,ok
16,19,2689,True,16,1338,1338,1,0,ok
16,19,2690,True,16,1360,1360,2,0,ok
16,19,2691,True,16,1094,1094,1,0,ok
16,19,2692,False,15,2588,2588,3,2,ok
16,19,2693,True,16,1258,1258,1,0,ok
16,19,2694,True,16,986,986,2,0,ok
16,19,2695,True,16,1382,1382,2,0,ok
16,19,2696,True,16,1262,1262,3,6,ok
16,19,2697,True,16,1258,1258,1,0,ok
16,19,2698,True,16,1394,1394,1,0,ok
16,19,2699,True,16,1448,1448,1,0,ok
16,19,2700,True,16,1398,1398,1,0,ok
16,19,2701,True,16,1316,1316,3,8,ok
16,19,2702,False,15,2496,2496,1,0,ok
16,19,2703,True,16,1408,1408,1,0,ok
16,19,2704,True,16,1248,1248,2,0,ok
16,19,2705,True,16,1346,1346,3,2,ok
16,19,2706,True,16,1556,1556,3,2,ok
16,19,2707,True,16,1530,1530,1,0,ok
16,19,2708,True,16,1198,1198,3,2,ok
16,19,2709,True,16,1288,1288,1,0,ok
16,19,2710,True,16,1238,1238,1,0,ok
16,19,2711,True,16,1112,1112,2,0,ok
16,19,2712,True,16,1174,1174,1,0,ok
16,19,2713,True,16,1422,1422,1,0,ok
16,19,2714,True,16,1174,1174,1,0,ok
16,19,2715,True,16,1358,1358,2,0,ok
16,19,2716,True,16,1130,1130,1,0,ok
16,19,2717,True,16,1042,1042,3,2,ok
16,19,2718,True,16,1234,1234,3,2,ok
16,19,2719,True,16,1204,1204,2,0,ok
16,19,2720,True,16,1036,1036,1,0,ok
16,19,2721,True,16,1142,1142,2,0,ok
16,19,2722,True,16,1324,1324,2,0,ok
16,19,2723,True,16,1126,1126,1,0,ok
16,19,2724,True,16,1440,1440,3,4,ok
16,19,2725,True,16,1374,1374,3,2,ok
16,19,2726,True,16,1482,1482,2,0,ok
16,19,2727,True,16,1120,1120,3,6,ok
16,19,2728,True,16,1110,1110,3,12,ok
16,19,2729,True,16,1256,1256,1,0,ok
16,19,2730,True,16,1396,1396,3,6,ok
16,19,2731,True,16,1604,1604,1,0,ok
16,19,2732,True,16,1050,1050,1,0,ok
16,19,2733,True,16,1362,1362,1,0,ok
16,19,2734,True,16,1300,1300,1,0,ok
16,19,2735,True,16,1402,1402,1,0,ok
16,19,2736,True,16,1300,1300,1,0,ok
16,19,2737,True,16,1274,1274,1,0,ok
16,19,2738,True,16,1480,1480,1,0,ok
16,19,2739,True,16,1316,1316,1,0,ok
16,19,2740,True,16,1458,1458,1,0,ok
16,19,2741,True,16,1374,1374,2,0,ok
16,19,2742,True,16,1356,1356,3,2,ok
16,19,2743,True,16,1052,1052,2,0,ok
16,19,2744,True,16,1288,1288,3,2,ok
16,19,2745,True,16,1620,1620,1,0,ok
16,19,2746,True,16,1114,1114,3,2,ok
16,19,2747,True,16,1428,1428,1,0,ok
16,19,2748,False,15,2740,2740,4,24,ok
16,19,2749,False,15,2626,2626,4,26,ok
16,19,2750,True,16,1392,1392,2,0,ok
16,19,2751,True,16,1204,1204,1,0,ok
16,19,2752,True,16,1260,1260,1,0,ok
16,19,2753,True,16,1126,1126,3,2,ok
16,19,2754,True,16,1112,1112,1,0,ok
16,19,2755,True,16,1318,1318,3,10,ok
16,19,2756,True,16,1306,1306,1,0,ok
16,19,2757,True,16,1276,1276,1,0,ok
16,19,2758,True,16,1358,1358,2,0,ok
16,19,2759,True,16,1336,1336,3,2,ok
16,19,2760,True,16,1286,1286,3,4,ok
16,19,2761,True,16,1418,1418,1,0,ok
16,19,2762,True,16,1294,1294,2,0,ok
16,19,2763,True,16,1426,1426,1,0,ok
16,19,2764,True,16,1002,1002,1,0,ok
16,19,2765,True,16,1188,1188,1,0,ok
16,19,2766,True,16,1404,1404,1,0,ok
16,19,2767,True,16,1100,1100,1,0,ok
16,19,2768,True,16,1264,1264,3,12,ok
16,19,2769,True,16,1738,1738,1,0,ok
16,19,2770,True,16,1370,1370,3,2,ok
16,19,2771,True,16,1468,1468,3,6,ok
16,19,2772,True,16,1242,1242,3,6,ok
16,19,2773,True,16,1396,1396,1,0,ok
16,19,2774,True,16,1480,1480,1,0,ok
16,19,2775,True,16,1330,1330,1,0,ok
16,19,2776,False,15,2438,2438,3,2,ok
16,19,2777,True,16,1640,1640,2,0,ok
16,19,2778,True,16,1328,1328,3,2,ok
16,19,2779,True,16,906,906,1,0,ok
16,19,2780,True,16,1048,1048,1,0,ok
16,19,2781,True,16,1210,1210,2,0,ok
16,19,2782,True,16,1124,1124,1,0,ok
16,19,2783,True,16,960,960,1,0,ok
16,19,2784,True,16,1608,1608,1,0,ok
16,19,2785,True,16,1530,1530,1,0,ok
16,19,2786,True,16,1362,1362,3,2,ok
16,19,2787,True,16,1216,1216,1,0,ok
16,19,2788,True,16,1418,1418,1,0,ok
16,19,2789,True,16,1584,1584,2,0,ok
16,19,2790,False,15,2708,2708,4,28,ok
16,19,2791,True,16,1418,1418,3,2,ok
16,19,2792,True,16,1472,1472,1,0,ok
16,19,2793,True,16,1518,1518,2,0,ok
16,19,2794,True,16,1282,1282,2,0,ok
16,19,2795,True,16,1488,1488,1,0,ok
16,19,2796,True,16,1398,1398,1,0,ok
16,19,2797,True,16,1110,1110,3,6,ok
16,19,2798,True,16,1120,1120,1,0,ok
16,19,2799,True,16,1492,1492,2,0,ok
16,19,2800,True,16,1204,1204,2,0,ok
16,19,2801,True,16,1472,1472,1,0,ok
16,19,2802,True,16,1296,1296,1,0,ok
16,19,2803,True,16,1390,1390,1,0,ok
16,19,2804,True,16,1266,1266,1,0,ok
16,19,2805,True,16,1312,1312,1,0,ok
16,19,2806,True,16,1204,1204,1,0,ok
16,19,2807,True,16,1512,1512,2,0,ok
16,19,2808,True,16,1410,1410,1,0,ok
16,19,2809,True,16,1536,1536,1,0,ok
16,19,2810,True,16,1316,1316,2,0,ok
16,19,2811,True,16,1156,1156,2,0,ok
16,19,2812,False,15,2534,2534,1,0,ok
16,19,2813,True,16,1470,1470,3,8,ok
16,19,2814,True,16,1338,1338,1,0,ok
16,19,2815,True,16,986,986,3,2,ok
16,19,2816,True,16,1482,1482,1,0,ok
16,19,2817,True,16,1372,1372,3,2,ok
16,19,2818,True,16,1324,1324,2,0,ok
16,19,2819,True,16,1688,1688,1,0,ok
16,19,2820,True,16,1386,1386,2,0,ok
16,19,2821,True,16,1304,1304,1,0,ok
16,19,2822,True,16,1282,1282,1,0,ok
16,19,2823,True,16,1182,1182,3,12,ok
16,19,2824,True,16,1726,1726,1,0,ok
16,19,2825,True,16,1168,1168,1,0,ok
16,19,2826,True,16,1468,1468,1,0,ok
16,19,2827,True,16,1382,1382,3,4,ok
16,19,2828,True,16,1334,1334,1,0,ok
16,19,2829,True,16,1494,1494,1,0,ok
16,19,2830,True,16,1400,1400,1,0,ok
16,19,2831,True,16,1356,1356,3,8,ok
16,19,2832,False,15,2888,2888,1,0,ok
16,19,2833,True,16,1746,1746,1,0,ok
16,19,2834,True,16,1090,1090,1,0,ok
16,19,2835,True,16,1414,1414,1,0,ok
16,19,2836,True,16,1302,1302,3,36,ok
16,19,2837,True,16,1412,1412,2,0,ok
16,19,2838,True,16,1404,1404,1,0,ok
16,19,2839,True,16,1440,1440,1,0,ok
16,19,2840,True,16,1262,1262,3,32,ok
16,19,2841,True,16,1268,1268,3,2,ok
16,19,2842,True,16,1348,1348,1,0,ok
16,19,2843,True,16,1168,1168,1,0,ok
16,19,2844,True,16,984,984,1,0,ok
16,19,2845,True,16,1284,1284,1,0,ok
16,19,2846,True,16,1328,1328,2,0,ok
16,19,2847,True,16,1052,1052,1,0,ok
16,19,2848,True,16,1324,1324,1,0,ok
16,19,2849,True,16,1346,1346,1,0,ok
16,19,2850,True,16,1312,1312,1,0,ok
16,19,2851,True,16,1130,1130,2,0,ok
16,19,2852,True,16,1086,1086,1,0,ok
16,19,2853,False,15,2328,2328,1,0,ok
16,19,2854,True,16,1288,1288,3,28,ok
16,19,2855,True,16,1456,1456,1,0,ok
16,19,2856,True,16,1204,1204,3,6,ok
16,19,2857,False,15,2822,2822,4,24,ok
16,19,2858,True,16,1200,1200,4,22,ok
16,19,2859,True,16,1090,1090,1,0,ok
16,19,2860,True,16,1442,1442,1,0,ok
16,19,2861,True,16,1212,1212,1,0,ok
16,19,2862,True,16,1264,1264,3,4,ok
16,19,2863,True,16,1320,1320,1,0,ok
16,19,2864,True,16,1526,1526,1,0,ok
16,19,2865,True,16,1378,1378,2,0,ok
16,19,2866,True,16,1306,1306,1,0,ok
16,19,2867,True,16,1316,1316,1,0,ok
16,19,2868,True,16,1248,1248,1,0,ok
16,19,2869,True,16,1508,1508,1,0,ok
16,19,2870,True,16,1332,1332,1,0,ok
16,19,2871,True,16,1428,1428,1,0,ok
16,19,2872,True,16,1492,1492,1,0,ok
16,19,2873,True,16,1098,1098,4,28,ok
16,19,2874,True,16,1402,1402,2,0,ok
16,19,2875,True,16,1164,1164,1,0,ok
16,19,2876,True,16,1278,1278,1,0,ok
16,19,2877,True,16,778,778,1,0,ok
16,19,2878,True,16,1002,1002,1,0,ok
16,19,2879,True,16,1006,1006,1,0,ok
16,19,2880,True,16,1322,1322,3,6,ok
16,19,2881,True,16,1210,1210,1,0,ok
16,19,2882,True,16,1180,1180,2,0,ok
16,19,2883,True,16,1042,1042,1,0,ok
16,19,2884,True,16,1128,1128,3,10,ok
16,19,2885,True,16,1264,1264,1,0,ok
16,19,2886,True,16,1476,1476,1,0,ok
16,19,2887,True,16,1310,1310,3,2,ok
16,19,2888,True,16,1058,1058,1,0,ok
16,19,2889,True,16,1180,1180,2,0,ok
16,19,2890,True,16,1346,1346,1,0,ok
16,19,2891,True,16,1488,1488,1,0,ok
16,19,2892,True,16,1312,1312,1,0,ok
16,19,2893,True,16,1394,1394,2,0,ok
16,19,2894,True,16,1266,1266,1,0,ok
16,19,2895,True,16,1326,1326,3,2,ok
16,19,2896,True,16,1452,1452,3,4,ok
16,19,2897,True,16,1240,1240,1,0,ok
16,19,2898,True,16,1320,1320,1,0,ok
16,19,2899,True,16,1036,1036,2,0,ok
16,19,2900,True,16,1190,1190,1,0,ok
16,19,2901,True,16,1276,1276,1,0,ok
16,19,2902,True,16,1430,1430,3,4,ok
16,19,2903,True,16,1504,1504,1,0,ok
16,19,2904,True,16,1202,1202,1,0,ok
16,19,2905,True,16,1400,1400,1,0,ok
16,19,2906,True,16,1400,1400,1,0,ok
16,19,2907,True,16,1334,1334,3,2,ok
16,19,2908,True,16,1062,1062,2,0,ok
16,19,2909,True,16,1326,1326,1,0,ok
16,19,2910,True,16,1292,1292,3,4,ok
16,19,2911,True,16,1086,1086,1,0,ok
16,19,2912,True,16,1408,1408,2,0,ok
16,19,2913,True,16,1362,1362,3,6,ok
16,19,2914,True,16,1172,1172,1,0,ok
16,19,2915,True,16,1358,1358,4,12,ok
16,19,2916,True,16,1218,1218,1,0,ok
16,19,2917,True,16,1116,1116,2,0,ok
16,19,2918,True,16,1326,1326,1,0,ok
16,19,2919,True,16,1450,1450,1,0,ok
16,19,2920,False,15,3406,3406,1,0,ok
16,19,2921,True,16,1224,1224,4,6,ok
16,19,2922,True,16,1266,1266,1,0,ok
16,19,2923,True,16,1212,1212,3,4,ok
16,19,2924,False,15,2888,2888,2,0,ok
16,19,2925,True,16,1534,1534,1,0,ok
16,19,2926,True,16,1330,1330,2,0,ok
16,19,2927,False,15,3406,3406,3,4,ok
16,19,2928,True,16,1404,1404,1,0,ok
16,19,2929,True,16,1006,1006,3,16,ok
16,19,2930,True,16,972,972,3,12,ok
16,19,2931,True,16,1154,1154,3,10,ok
16,19,2932,True,16,1216,1216,2,0,ok
16,19,2933,True,16,1262,1262,1,0,ok
16,19,2934,True,16,1410,1410,1,0,ok
16,19,2935,True,16,1476,1476,1,0,ok
16,19,2936,True,16,1166,1166,1,0,ok
16,19,2937,True,16,1142,1142,1,0,ok
16,19,2938,True,16,1314,1314,1,0,ok
16,19,2939,False,14,2588,2588,2,0,ok
16,19,2940,True,16,1400,1400,1,0,ok
16,19,2941,True,16,1208,1208,3,16,ok
16,19,2942,True,16,1246,1246,1,0,ok
16,19,2943,False,14,2128,2128,1,0,ok
16,19,2944,True,16,1170,1170,1,0,ok
16,19,2945,True,16,1248,1248,1,0,ok
16,19,2946,True,16,1264,1264,2,0,ok
16,19,2947,True,16,1252,1252,1,0,ok
16,19,2948,True,16,1108,1108,1,0,ok
16,19,2949,True,16,1018,1018,3,12,ok
16,19,2950,False,15,2632,2632,3,8,ok
16,19,2951,False,15,3130,3130,4,14,ok
16,19,2952,True,16,1306,1306,2,0,ok
16,19,2953,True,16,1408,1408,1,0,ok
16,19,2954,True,16,1866,1866,1,0,ok
16,19,2955,True,16,1268,1268,1,0,ok
16,19,2956,True,16,1104,1104,1,0,ok
16,19,2957,True,16,1336,1336,2,0,ok
16,19,2958,True,16,1306,1306,2,0,ok
16,19,2959,False,15,2440,2440,4,14,ok
16,19,2960,True,16,1158,1158,3,6,ok
16,19,2961,True,16,1304,1304,1,0,ok
16,19,2962,False,15,3110,3110,2,0,ok
16,19,2963,True,16,1110,1110,3,2,ok
16,19,2964,False,15,2542,2542,4,14,ok
16,19,2965,True,16,1054,1054,3,2,ok
16,19,2966,True,16,1330,1330,1,0,ok
16,19,2967,True,16,1106,1106,3,2,ok
16,19,2968,True,16,1022,1022,1,0,ok
16,19,2969,True,16,1108,1108,1,0,ok
16,19,2970,True,16,1070,1070,3,2,ok
16,19,2971,False,15,2578,2578,3,2,ok
16,19,2972,True,16,740,740,3,2,ok
16,19,2973,False,14,2256,2256,4,100,ok
16,19,2974,True,16,1082,1082,1,0,ok
16,19,2975,True,16,1016,1016,1,0,ok
16,19,2976,True,16,1064,1064,3,10,ok
16,19,2977,True,16,1162,1162,1,0,ok
16,19,2978,True,16,1140,1140,1,0,ok
16,19,2979,False,15,2358,2358,1,0,ok
16,19,2980,True,16,908,908,3,6,ok
16,19,2981,False,15,2764,2764,4,10,ok
16,19,2982,True,16,972,972,3,2,ok
16,19,2983,True,16,1196,1196,1,0,ok
16,19,2984,True,16,1540,1540,1,0,ok
16,19,2985,True,16,1094,1094,1,0,ok
16,19,2986,True,16,1094,1094,3,6,ok
16,19,2987,True,16,1240,1240,1,0,ok
16,19,2988,True,16,1660,1660,3,4,ok
16,19,2989,True,16,1442,1442,2,0,ok
16,19,2990,True,16,1654,1654,3,6,ok
16,19,2991,True,16,1696,1696,1,0,ok
16,19,2992,False,15,2304,2304,2,0,ok
16,19,2993,True,16,1182,1182,3,10,ok
16,19,2994,False,15,3404,3404,3,10,ok
16,19,2995,True,16,1118,1118,3,2,ok
16,19,2996,True,16,1234,1234,1,0,ok
16,19,2997,True,16,1264,1264,3,12,ok
16,19,2998,True,16,1346,1346,2,0,ok
16,19,2999,True,16,1492,1492,1,0,ok
16,19,3000,True,16,1444,1444,1,0,ok
16,19,3001,True,16,1476,1476,1,0,ok
16,19,3002,True,16,1416,1416,1,0,ok
16,19,3003,True,16,1560,1560,3,2,ok
16,19,3004,True,16,1430,1430,2,0,ok
16,19,3005,True,16,1482,1482,2,0,ok
16,19,3006,True,16,1484,1484,2,0,ok
16,19,3007,True,16,1056,1056,2,0,ok
16,19,3008,True,16,1376,1376,1,0,ok
16,19,3009,True,16,1028,1028,2,0,ok
16,19,3010,True,16,1490,1490,1,0,ok
16,19,3011,True,16,1092,1092,2,0,ok
16,19,3012,True,16,1530,1530,3,2,ok
16,19,3013,False,15,2430,2430,4,2,ok
16,19,3014,True,16,1554,1554,1,0,ok
16,19,3015,True,16,1326,1326,2,0,ok
16,19,3016,True,16,1102,1102,1,0,ok
16,19,3017,True,16,1358,1358,1,0,ok
16,19,3018,True,16,1150,1150,2,0,ok
16,19,3019,True,16,966,966,3,2,ok
16,19,3020,True,16,1158,1158,1,0,ok
16,19,3021,True,16,1496,1496,1,0,ok
16,19,3022,True,16,1260,1260,3,2,ok
16,19,3023,True,16,1462,1462,1,0,ok
16,19,3024,True,16,1252,1252,1,0,ok
16,19,3025,True,16,1130,1130,2,0,ok
16,19,3026,True,16,1288,1288,1,0,ok
16,19,3027,True,16,1362,1362,2,0,ok
16,19,3028,True,16,1290,1290,2,0,ok
16,19,3029,True,16,938,938,3,14,ok
16,19,3030,True,16,1336,1336,1,0,ok
16,19,3031,True,16,1046,1046,2,0,ok
16,19,3032,True,16,1522,1522,3,34,ok
16,19,3033,True,16,1178,1178,3,6,ok
16,19,3034,True,16,1356,1356,1,0,ok
16,19,3035,True,16,1358,1358,1,0,ok
16,19,3036,True,16,1244,1244,2,0,ok
16,19,3037,True,16,972,972,3,2,ok
16,19,3038,True,16,1384,1384,3,2,ok
16,19,3039,True,16,1128,1128,3,2,ok
16,19,3040,True,16,1278,1278,1,0,ok
16,19,3041,True,16,1218,1218,6,42,ok
16,19,3042,True,16,1394,1394,2,0,ok
16,19,3043,True,16,1328,1328,1,0,ok
16,19,3044,True,16,1358,1358,2,0,ok
16,19,3045,True,16,1272,1272,1,0,ok
16,19,3046,True,16,1198,1198,2,0,ok
16,19,3047,True,16,1296,1296,3,8,ok
16,19,3048,True,16,1354,1354,3,8,ok
16,19,3049,True,16,1270,1270,1,0,ok
16,19,3050,True,16,1056,1056,3,8,ok
16,19,3051,True,16,1176,1176,2,0,ok
16,19,3052,True,16,1598,1598,1,0,ok
16,19,3053,True,16,1352,1352,1,0,ok
16,19,3054,True,16,1516,1516,2,0,ok
16,19,3055,True,16,1036,1036,2,0,ok
16,19,3056,True,16,1118,1118,2,0,ok
16,19,3057,True,16,1346,1346,1,0,ok
16,19,3058,True,16,1360,1360,1,0,ok
16,19,3059,True,16,1412,1412,5,6,ok
16,19,3060,True,16,1174,1174,1,0,ok
16,19,3061,True,16,1304,1304,3,18,ok
16,19,3062,True,16,1268,1268,1,0,ok
16,19,3063,True,16,1062,1062,3,20,ok
16,19,3064,True,16,1378,1378,3,20,ok
16,19,3065,True,16,1432,1432,3,10,ok
16,19,3066,True,16,1188,1188,3,12,ok
16,19,3067,True,16,1500,1500,4,40,ok
16,19,3068,False,15,2260,2260,4,40,ok
16,19,3069,True,16,1446,1446,3,2,ok
16,19,3070,True,16,1330,1330,1,0,ok
16,19,3071,True,16,984,984,1,0,ok
16,19,3072,False,15,2606,2606,1,0,ok
16,19,3073,True,16,1248,1248,3,8,ok
16,19,3074,True,16,1114,1114,3,14,ok
16,19,3075,True,16,1484,1484,1,0,ok
16,19,3076,True,16,1576,1576,3,12,ok
16,19,3077,True,16,1400,1400,1,0,ok
16,19,3078,True,16,1532,1532,1,0,ok
16,19,3079,True,16,1294,1294,1,0,ok
16,19,3080,True,16,1278,1278,1,0,ok
16,19,3081,True,16,1334,1334,1,0,ok
16,19,3082,True,16,1204,1204,3,22,ok
16,19,3083,False,15,3384,3384,2,0,ok
16,19,3084,True,16,1218,1218,2,0,ok
16,19,3085,True,16,1194,1194,2,0,ok
16,19,3086,True,16,1416,1416,1,0,ok
16,19,3087,True,16,1394,1394,1,0,ok
16,19,3088,True,16,1172,1172,3,30,ok
16,19,3089,True,16,1234,1234,1,0,ok
16,19,3090,True,16,1260,1260,3,12,ok
16,19,3091,True,16,1258,1258,3,2,ok
16,19,3092,False,15,2968,2968,3,2,ok
16,19,3093,True,16,1722,1722,1,0,ok
16,19,3094,True,16,1374,1374,1,0,ok
16,19,3095,True,16,1352,1352,1,0,ok
16,19,3096,True,16,1254,1254,2,0,ok
16,19,3097,True,16,1160,1160,3,12,ok
16,19,3098,True,16,1428,1428,3,2,ok
16,19,3099,False,15,2746,2746,1,0,ok
16,19,3100,True,16,1474,1474,3,2,ok
16,19,3101,True,16,1250,1250,2,0,ok
16,19,3102,False,15,2434,2434,1,0,ok
16,19,3103,False,15,2592,2592,1,0,ok
16,19,3104,True,16,1250,1250,2,0,ok
16,19,3105,True,16,898,898,3,16,ok
16,19,3106,True,16,1246,1246,3,20,ok
16,19,3107,True,16,848,848,3,2,ok
16,19,3108,True,16,1124,1124,2,0,ok
16,19,3109,True,16,1160,1160,3,2,ok
16,19,3110,True,16,1130,1130,2,0,ok
16,19,3111,True,16,1276,1276,1,0,ok
16,19,3112,True,16,1380,1380,3,18,ok
16,19,3113,True,16,1182,1182,3,8,ok
16,19,3114,False,15,2848,2848,3,20,ok
16,19,3115,True,16,1324,1324,2,0,ok
16,19,3116,True,16,954,954,3,2,ok
16,19,3117,True,16,1480,1480,1,0,ok
16,19,3118,True,16,1830,1830,1,0,ok
16,19,3119,True,16,1320,1320,3,2,ok
16,19,3120,True,16,1456,1456,2,0,ok
16,19,3121,True,16,1774,1774,3,4,ok
16,19,3122,True,16,1734,1734,1,0,ok
16,19,3123,True,16,1468,1468,3,22,ok
16,19,3124,True,16,1122,1122,1,0,ok
16,19,3125,True,16,1510,1510,2,0,ok
16,19,3126,True,16,1134,1134,2,0,ok
16,19,3127,True,16,1280,1280,3,2,ok
16,19,3128,True,16,1122,1122,1,0,ok
16,19,3129,True,16,1230,1230,3,2,ok
16,19,3130,True,16,1368,1368,1,0,ok
16,19,3131,True,16,1302,1302,1,0,ok
16,19,3132,True,16,1300,1300,3,4,ok
16,19,3133,True,16,1474,1474,1,0,ok
16,19,3134,True,16,1136,1136,2,0,ok
16,19,3135,True,16,1564,1564,2,0,ok
16,19,3136,True,16,1622,1622,1,0,ok
16,19,3137,True,16,1058,1058,3,8,ok
16,19,3138,True,16,1606,1606,1,0,ok
16,19,3139,True,16,1460,1460,3,6,ok
16,19,3140,True,16,1308,1308,2,0,ok
16,19,3141,True,16,1422,1422,1,0,ok
16,19,3142,True,16,1500,1500,1,0,ok
16,19,3143,True,16,1444,1444,1,0,ok
16,19,3144,True,16,1632,1632,1,0,ok
16,19,3145,True,16,1232,1232,3,6,ok
16,19,3146,True,16,1192,1192,1,0,ok
16,19,3147,True,16,1494,1494,1,0,ok
16,19,3148,True,16,1108,1108,3,8,ok
16,19,3149,True,16,1308,1308,2,0,ok
16,19,3150,True,16,1442,1442,1,0,ok
16,19,3151,True,16,1294,1294,3,2,ok
16,19,3152,False,15,3016,3016,1,0,ok
16,19,3153,True,16,1458,1458,1,0,ok
16,19,3154,True,16,1410,1410,1,0,ok
16,19,3155,True,16,1352,1352,1,0,ok
16,19,3156,True,16,1442,1442,3,2,ok
16,19,3157,True,16,1470,1470,1,0,ok
16,19,3158,False,15,2392,2392,1,0,ok
16,19,3159,True,16,1154,1154,3,12,ok
16,19,3160,True,16,1464,1464,2,0,ok
16,19,3161,True,16,1308,1308,2,0,ok
16,19,3162,True,16,1650,1650,1,0,ok
16,19,3163,True,16,1236,1236,1,0,ok
16,19,3164,True,16,1642,1642,1,0,ok
16,19,3165,True,16,1372,1372,1,0,ok
16,19,3166,True,16,1294,1294,3,16,ok
16,19,3167,True,16,1224,1224,3,14,ok
16,19,3168,True,16,1648,1648,1,0,ok
16,19,3169,True,16,1236,1236,1,0,ok
16,19,3170,True,16,1598,1598,1,0,ok
16,19,3171,True,16,1306,1306,1,0,ok
16,19,3172,True,16,1074,1074,1,0,ok
16,19,3173,True,16,1400,1400,3,2,ok
16,19,3174,True,16,1396,1396,1,0,ok
16,19,3175,True,16,1298,1298,1,0,ok
16,19,3176,True,16,1054,1054,3,2,ok
16,19,3177,True,16,1422,1422,1,0,ok
16,19,3178,True,16,1616,1616,5,22,ok
16,19,3179,True,16,1096,1096,3,20,ok
16,19,3180,True,16,1280,1280,1,0,ok
16,19,3181,True,16,1464,1464,3,2,ok
16,19,3182,True,16,1420,1420,3,2,ok
16,19,3183,True,16,1258,1258,1,0,ok
16,19,3184,True,16,1204,1204,3,24,ok
16,19,3185,True,16,1474,1474,3,24,ok
16,19,3186,True,16,1222,1222,1,0,ok
16,19,3187,True,16,1110,1110,3,32,ok
16,19,3188,True,16,1046,1046,3,2,ok
16,19,3189,False,15,3218,3218,3,2,ok
16,19,3190,False,15,2556,2556,1,0,ok
16,19,3191,True,16,1408,1408,1,0,ok
16,19,3192,True,16,1346,1346,3,2,ok
16,19,3193,True,16,1482,1482,1,0,ok
16,19,3194,True,16,1248,1248,1,0,ok
16,19,3195,True,16,1316,1316,1,0,ok
16,19,3196,True,16,1312,1312,1,0,ok
16,19,3197,True,16,1056,1056,2,0,ok
16,19,3198,True,16,1394,1394,2,0,ok
16,19,3199,True,16,1690,1690,2,0,ok
16,19,3200,True,16,1410,1410,1,0,ok
16,19,3201,True,16,1042,1042,1,0,ok
16,19,3202,False,14,2092,2092,4,12,ok
